id,title,link,price,location,description,main_image_url,scraped_at
103890,"Nyumba/Apartment ya vyumba viwili inapangishwa Ubungo, Dar Es Salaam",https://makazimapya.com/listings/nyumbaapartment-ya-vyumba-viwili-inapangishwa-ubungo-dar-es-salaam/62928e60-946f-459e-bc2e-114e9dd672b6,"Sh.300,000","Ubungo, Ubungo, Dar Es Salaam","#Repost dalali Makini Ubungo Riverside
——
#APARTMENT NZURI YA KISASA INAPANGISHWA
💥 #APARTMENT HII INA SIFA ZIFUATAZO
#VYUMBA 2 VIKUBWA VYA KULALA VIKUBWA
#CHUMBA KIMOJA NI MASTER
#SEBULE KUBWA
#DINING KUBWA
#JIKO KUBWA LENYE MAKABATI
#PUBLIC TOILET NJE
#LUKU INAJITEGEMEA NA MAJI DAWASA YANAFLOW NDANI
#BEI NI 350,000 X 6
ILIPWE LAKI 3 NA NUSU KWA MWEZI MALIPO YA MIEZI 6 TUU
🏘️APARTMENT HII IPO #UBUNGO_RIVERSIDE_KIBANGU
#IPO NDANI YA FENSI PARKING #HAKUNA
#USAFIRI BAJAJ 700 UKISHUKA UNATEMBEA DKK 2 TUU AU UNAWEZA KUTEMBEA DKK 10-15 TUU KWA MIGUU KUTOKEA KITUONI
#SERVICE_CHARGER_15000
DALALI_MAKINI UBUNGO RIVERSIDE
0712500602
0755336565",https://makazimapya.s3.amazonaws.com/public/ads/images/099f724c-624b-480c-8ffd-38d90f4be0ea.jpg,2025-09-13 11:27:31.553392+00
133251,"Nyumba ya vyumba vitatu inauzwa Kinyerezi, Dar Es Salaam",https://makazimapya.com/listings/nyumba-ya-vyumba-vitatu-inauzwa-kinyerezi-dar-es-salaam/5f991377-9505-48f9-a96d-7cb9c4285a6f,"Sh.30,000","Kinyerezi, Ilala, Dar Es Salaam","BRAND NEW....HOUSE FOR FOR SALE ...(INAUZWA)
🇹🇿 TANZANIA
👉 KINYEREZI KIBAGA. ...SONGASI
DAR_ES_SALAAM... TANZANIA
▃▃▃▃▃▃▃▃▃▃▃
Square meter 500/=💪
▃▃▃▃▃▃▃▃▃
BEI 400 milions.....MAZUNGUMZO KIDOGO YAPO.
📋👉 There 3 bedrooms....1/ self-contained
Big Sitting room & big Dining room ✓
👇👇👇👇👇👇
HATIMILIKI IPO MKONONI
peving block
Big Kitchen & store✓
Public toilet ✓
Full documents ........✓
Sevice-charge---30000/=✓
Cars Parking Space ) ✓
Walter Available 24 .7✓
▃▃▃▃▃▃▃▃▃▃▃▃
ASKING PRICE
400 milions
▃▃▃▃▃▃▃▃▃▃▃▃
CALL ☎️ AND WHATSAPP NUMBER
0767078162.....0658233281.....0687713101...0652488062.......
Follow me... Dalali_richard_kinyerezi_yote...au Dalali_richard_tabata_yote
Instagram... Facebook... Twitter.... TikTok....
napatikana kinyerezi mwisho.....dares salaam, Tanzania...🙏🙏",https://makazimapya.s3.amazonaws.com/public/ads/images/af698c82-9e00-47ca-8eb4-7a4c54c83d4f.jpg,2025-11-05 11:14:38.810749+00
103892,"Nyumba inapangishwa Magomeni, Dar Es Salaam",https://makazimapya.com/listings/nyumba-inapangishwa-magomeni-dar-es-salaam/29012a79-1725-49c6-85a0-08ce25c8bd62,"Sh.250,000","Magomeni, Kinondoni, Dar Es Salaam","NEW APPATMENT FOR RENT
✍️ MASTER BEDROOM
✍️ SITTING ROOM
LOCATION: MAGOMENI
PRICE: 250,000/=
TERMS OF PAYMENT: 6 MONTHS IN ADVANCE
LUKU INAJITEGEMEA
CAR PARKING AVAILABLE
NB, VIEWING FEE: 20,000/=
CONTACT:
#0760097834_call& WhatsApp
#0716938128_0692198834 call only",https://makazimapya.s3.amazonaws.com/public/ads/images/951141fe-58c6-4194-83bf-55cfb79ca9b1.jpg,2025-09-13 11:27:36.96361+00
136365,"Nyumba ya vyumba vitatu inauzwa Chanika, Dar Es Salaam",https://makazimapya.com/listings/nyumba-ya-vyumba-vitatu-inauzwa-chanika-dar-es-salaam/508147a1-b02d-4d34-ac11-0f877cf65246,"Sh.50,000","Chanika, Ilala, Dar Es Salaam","NYUMBA YENYE VYUMBA 3,TSHS.33 MILIONI,CHANIKA KITONGA.
Vyumba 3 (Masta 1)
Pia kuna Sebule, Jiko, Dining-room,
Store na Choo cha Familia ndani.
Umiliki ni MKATABA WA MAUZIANO.
Huduma za Umeme na Maji zipo.
_______________
ANGALIZO:
Malipo ya Dalali ni 10%
Kuona ni Tshs.50,000.
(Unalipa wewe MNUNUZI)
Tafadhali wasiliana nami iwapo tu unaridhia taratatibu zangu.
+25/ 714 591 548
_______________msk",https://makazimapya.s3.amazonaws.com/public/ads/images/d5513cd1-1b2b-4730-9b51-ec975b3e8c1f.jpg,2025-11-14 01:13:53.215324+00
138923,"Nyumba inapangishwa Kijitonyama, Dar Es Salaam",https://makazimapya.com/listings/nyumba-inapangishwa-kijitonyama-dar-es-salaam/f242574e-6316-41b5-93a8-a3c8fdd22e54,"Sh.700,000","Kijitonyama, Kinondoni, Dar Es Salaam","ONE BED APPATMENT FOR RENT
🙏MASTER BEDROOM
🙏 LIVING ROOM
🙏 KITCHEN
LOCATION: KIJITONYAMA
PRICE: 700,000/= KWA MWEZI
TERMS OF PAYMENT: 6 months in advance
CAR PARKING AVAILABLE
LUKU INAJITEGEMEA
FULL AC
NB, viewing fee: 20,000/=
0656386610
0686969954",https://makazimapya.s3.amazonaws.com/public/ads/images/62ab7875-6bef-4f7f-bb36-73ed53b83289.jpg,2025-11-16 20:21:03.506302+00
140797,"Nyumba/Apartment ya vyumba viwili inapangishwa Mbezi, Dar Es Salaam",https://makazimapya.com/listings/nyumbaapartment-ya-vyumba-viwili-inapangishwa-mbezi-dar-es-salaam/d978c7b5-417c-4600-bfc9-9197d45238d8,"Sh.300,000","Mbezi, Ubungo, Dar Es Salaam","APARTMENT NZURI  YA KISASA INAPANGISHWA MBEZI KWA MSUGURI OR KIBANDA CHA MKAA KOTE UNAFIKA..
300,000 × 5,6
SIFA ZAKE
📍VYUMBA VIWILI VYA KULALA  KIMOJA MASTER
📍SEBULE KUBWA
📍JIKO SAFI
📍PUBLICK YA NDANI
📍UMEME UJITEGEMEA NA MAJI
BEI NI 300,000 × 5,6
ILIPWE LAKI TATU KODI YA MIEZI SITA
KUTOKA MOROGORO ROOD KM 1.5
BARABARA NZURI MPAKA GETINI
USAFILI UPO
BODA 1000
KUJAKUONA NYUMBA NI ELFU 15
UKIIPENDA NYUMBA UTAMLIPA DALALI PESA YA MWEZI MMOJA
NYUMBA IPO NDANI YA FENCE
SIMU
+255 684 88 14 29
+255 658 58 64 49
MSHATI",https://makazimapya.s3.amazonaws.com/public/ads/images/60247b6c-e065-44b1-9920-39e0a7b002b6.jpg,2025-11-19 06:43:00.757618+00
103896,"Nyumba/Apartment ya vyumba viwili inapangishwa Kijitonyama, Dar Es Salaam",https://makazimapya.com/listings/nyumbaapartment-ya-vyumba-viwili-inapangishwa-kijitonyama-dar-es-salaam/be33cbf5-9b10-463d-a18f-3d85a0de6099,"Sh.750,000","Kijitonyama, Kinondoni, Dar Es Salaam","LUXURY APARTMENT FOR RENT  UN-FURNISHED
RENT::: 750,000 per month
PAYMENT TERMS:6 month  in advance
Location:: KIJITONYAMA
2 bedrooms (1 self contained )
📌Sitting room
📌Kitchen
📌Public toilet
📌Private luku.
📌Water service available
📌Fenced
📌Full security
📌heater
📌Air conditioning
📌Enough car parking space
NOTE = Viewing fee & Agent commission Apply
📌FOR MORE APARTMENTS AND HOUSE VISIT OUR INSTAGRAM PAGE...dalaliriziki
📌Call & what app +255789349851
#dalalimasaki #dalalimikocheni #dalalioysterbay #dalalikinondoni #dalalimsasani #dalaliupanga #dalaliadaestate #dalalikijitonyama #dalalimakumbusho #dalalipostaupanga",https://makazimapya.s3.amazonaws.com/public/ads/images/9b30c714-0217-48f9-9a82-20905a2894b6.jpg,2025-09-13 11:27:47.369647+00
142009,"Nyumba/Apartment ya vyumba viwili inapangishwa Kimara, Dar Es Salaam",https://makazimapya.com/listings/nyumbaapartment-ya-vyumba-viwili-inapangishwa-kimara-dar-es-salaam/8fa25ebe-e588-4d36-bdcd-abab902249b1,"Sh.600,000","Kimara, Ubungo, Dar Es Salaam","APARTMENT NZURI MPYA ZA  KISASA ZINAPANGISHWA BEI NI 600,000/= X 6
MAFUNDI WAPO KAZINI WANAMALIZIA HATUA ZA MWISHO KUNG'ARISHA NYUMBA
🌟APARTMENT HIZI MPYA  ZINASIFA  ZIFUATAZO
#VYUMBA 2 VIKUBWA VYA KULALA KIMOJAWAPO NI MASTER BEDROOM KUBWA
#SEBULE KUBWA
#JIKO KUBWA LA KISASA
#PUBLIC TOILET
#ULINZI,,MTU WA GARDEN NA USAFI WA MAZINGIRA NI BURE KABISA NDUGU MTEJA
#ZIPO APARTMENT 4 MPYA NDUGU MTEJA NA ZIMEBAKI CHACHE  MBIO ZAKO TUU HAPA
#KUNA WALINZI MASAA 24 NA BURE KABISA NDUGU MTEJA
#GARDEN NZURI
BEI NI 600,000/= X 6
BILA KUSAHAU PESA YA TAHADHARI (CAUTION MONEY) SHILINGI LAKI 3
💫💫APARTMENT HIZI ZIPO KIMARA BUCHA UPANDE WA KULIA  KAMA UNAENDA MBEZI (JIRANI NA EBONITE PRIMARY SCHOOL) NA KUTOKA MOROGORO ROAD HADI KWENYE NYUMBA NI DK 8 TUU KWA MIGUU NA NJIA NI RAFIKI KWA AINA ZOTE ZA MAGARI HADI KWENYE NYUMBA
KUONESHWA NYUMBA HII GARAMA YAKE NI SHILINGI ELFU 20 NA UKIIPENDA NYUMBA HII UTALIPIA PESA YA UDALALI KODI YA MWEZI MMOJA
CONDITION:: 0672 673363 / 0763 219307",https://makazimapya.s3.amazonaws.com/public/ads/images/0b9a7089-f76e-4136-afad-ec94ec0ee4c0.jpg,2025-11-20 15:54:57.168216+00
133252,"Nyumba ya vyumba vitatu inauzwa Kinyerezi, Dar Es Salaam",https://makazimapya.com/listings/nyumba-ya-vyumba-vitatu-inauzwa-kinyerezi-dar-es-salaam/0bdd5fc3-831b-4719-b672-cb672438c9bc,"Sh.30,000","Kinyerezi, Ilala, Dar Es Salaam","BRAND NEW....HOUSE FOR FOR SALE ...(INAUZWA)
🇹🇿 TANZANIA
👉 KINYEREZI KIBAGA. ...SONGASI
DAR_ES_SALAAM... TANZANIA
▃▃▃▃▃▃▃▃▃▃▃
Square meter 500/=💪
▃▃▃▃▃▃▃▃▃
BEI 400 milions.....MAZUNGUMZO KIDOGO YAPO.
📋👉 There 3 bedrooms....1/ self-contained
Big Sitting room & big Dining room ✓
👇👇👇👇👇👇
HATIMILIKI IPO MKONONI
peving block
Big Kitchen & store✓
Public toilet ✓
Full documents ........✓
Sevice-charge---30000/=✓
Cars Parking Space ) ✓
Walter Available 24 .7✓
▃▃▃▃▃▃▃▃▃▃▃▃
ASKING PRICE
400 milions
▃▃▃▃▃▃▃▃▃▃▃▃
CALL ☎️ AND WHATSAPP NUMBER
0767078162.....0658233281.....0687713101...0652488062.......
Follow me... Dalali_richard_kinyerezi_yote...au Dalali_richard_tabata_yote
Instagram... Facebook... Twitter.... TikTok....
napatikana kinyerezi mwisho.....dares salaam, Tanzania...🙏🙏",https://makazimapya.s3.amazonaws.com/public/ads/images/d82d510c-f3d4-4dbd-b7de-d46d31ba4b81.jpg,2025-11-05 11:14:41.405747+00
103899,"Kiwanja kinauzwa Mbezi, Dar Es Salaam",https://makazimapya.com/listings/kiwanja-kinauzwa-mbezi-dar-es-salaam/77529404-30c9-4d6c-907c-e04008140a68,"Sh.200,000,000","Mbezi, Ubungo, Dar Es Salaam","#kiwanjambezibeach#0655823979#
Plt for sale
Price milioni 200 ml
Location mbezi beach
Makonde upande wachini
Ukubwa wa eneo
Ni sQm 900
Hati ipo
Kuona 50k
0743688011",https://makazimapya.s3.amazonaws.com/public/ads/images/42ddcc9a-5f64-4a38-aa7f-94217c0ba06a.jpg,2025-09-13 11:27:57.292655+00
103900,"Nyumba/Apartment ya chumba kimoja inapangishwa Makonde, Lindi",https://makazimapya.com/listings/nyumbaapartment-ya-chumba-kimoja-inapangishwa-makonde-lindi/86f9c1ad-445f-4be6-8954-0e042eb445ef,$350,"Makonde, Lindi  CBD, Lindi","APARTMENT INAPANGISHWA
IKO-DAR-ES-SALAAM Tz
MAHALI-MBEZIBEACH MAKONDE CHINI
______________
#fullfurnished
KODI USD 350 KWA MWEZI
_________________
MALIPO YA KUANZIA MIEZI 3
________
APART NZURI YA KISASA
_____________
_______
YENYE:-
Chumba Kimoja cha kulala #Masta #Ac #Sebule #Ac #Jiko zuri lenye #Makabati
#Gypsum #Tiles #aluminium #Windows
#Umeme upo wa #Luku yake
#Maji yapo ya #bomba #24hrs
Cars #Parking Space ipo
Nje #Pavingblocks
Fenced apart
Garden
——-
dalalimbezibeach_ibra
0743688011",https://makazimapya.s3.amazonaws.com/public/ads/images/feef7aa7-591e-4964-9931-b7144a98b4ad.jpg,2025-09-13 11:27:59.97912+00
136366,"Nyumba ya vyumba vinne inauzwa Kivule, Dar Es Salaam",https://makazimapya.com/listings/nyumba-ya-vyumba-vinne-inauzwa-kivule-dar-es-salaam/d37d65e2-cba6-4740-80ef-c68ad71c8452,"Sh.50,000","Kivule, Ilala, Dar Es Salaam","MYUMBA MBILI ZAPAMOJA, TSHS.56 MILIONI,
KIVULE NJIAPANDA.
Kiwanja kina ukubwa wa SQM. 430.
Umili ni MKATABA WA MAUZIANO.
Nyumba yakwanza jna vyumba vya kulala 3 (Masta 1)
Nyumba ya Pili ni ya Vyumba 4 HAIJAKAMILIKA.
Nyumba ya Tatu ni ya Chumba, Sebule na Jiko lake.
Umiliki ni MKATABA WA MAUZIANO.
_______________
ANGALIZO:
Malipo ya Dalali ni 10%
Kuona ni Tshs.50,000.
(Unalipa wewe MNUNUZI)
Tafadhali wasiliana nami iwapo tu unaridhia taratatibu zangu.
+255 714 591 548
______________msk",https://makazimapya.s3.amazonaws.com/public/ads/images/65506b02-02f6-4596-bbd0-280c2b14284e.jpg,2025-11-14 01:13:55.678155+00
103902,"Nyumba ya vyumba vitatu inauzwa Mbezi, Dar Es Salaam",https://makazimapya.com/listings/nyumba-ya-vyumba-vitatu-inauzwa-mbezi-dar-es-salaam/57cc4053-f4cb-46b5-840a-436b0f500e74,"Sh.210,000,000","Mbezi, Ubungo, Dar Es Salaam","NYUMBA NZURI YAKISASA
MAHARI MBEZI BEACH JULIANA
INAUZWA BEISAWA NABURE
BEI NI MIL 210 tshs
NYUMBA INA VYUMBA VITATU NYWKULALA
Kimoja Masta, Sebule, dinning, jiko lenye
MAKABATI
MTAA MZULI SANA UNAPITA NYAKATI
ZOTE
UMILIKI
HATIMILIKI  SAFIBTOKA WIZARANI
MAWASILIANO ZAIDI
☎️
#0714128124______",https://makazimapya.s3.amazonaws.com/public/ads/images/2d926bfc-5c0e-4dae-9f03-06f5be71eb3f.jpg,2025-09-13 11:28:07.259031+00
103903,"Nyumba ya vyumba vitano inauzwa Heka, Singida",https://makazimapya.com/listings/nyumba-ya-vyumba-vitano-inauzwa-heka-singida/a2dcd193-3eb9-454f-8785-f18827eabf9e,"Sh.32,000","Heka, Manyoni, Singida","SECOND BEACH HOUSE FOR SALE:
LOCATION: KIGAMONI KIBUGUMO
Kutoka beach plot ya pili
SQM: 32000 ni sawa na heka 4
5 BIG ROOMS, ( All self contained).
PRICE:U$D 1 dollar Million negotiable.
UMILIKI: Hati.
0Sitting room: 2
Modern windows, ✅
Study room ✅
Kitchen, ✅️
Dining room, ✅️
Public toilet, ✅️
Parking,✅️
Garden, ✅️
Well, ✅
CCTV camera, ✅
Electric fence, ✅️
Air Conditioner, ✅️
Good neighbourhoods, ✅️
Call;
#0714128124",https://makazimapya.s3.amazonaws.com/public/ads/images/3ba9d763-5836-4ca3-864b-a40d46fbd295.jpg,2025-09-13 11:28:09.665472+00
103904,"Nyumba/Apartment (Furnished) ya vyumba vitatu inapangishwa Mbezi, Dar Es Salaam",https://makazimapya.com/listings/nyumbaapartment-furnished-ya-vyumba-vitatu-inapangishwa-mbezi-dar-es-salaam/daa2fbd5-18c9-45aa-a947-5ce7947e4d15,"$1,200","Mbezi, Ubungo, Dar Es Salaam","#3BEDROOMS (FULLY FURNISHED)
APARTMENT INAPANGISHWA
IKO-DAR-ES-SALAAM Tz
MAHALI-MBEZI BEACH
______________
KODI USD 1200$ KWA MWEZI
_________________
MALIPO YA KUANZIA MWEZI 3
________
APART NZURI YA KISASA
_____________
YA KIFAMILIA
_______
YENYE:-
Vyumba Vitatu vya kulala #Masta #Ac #Sebule #dinning #Ac #Jiko zuri lenye #Makabati
#Gypsum #Tiles #aluminium #Windows
#Umeme upo wa #Luku yake
#Maji yapo ya #bomba #24hrs
Cars #Parking Space ipo
Nje #Pavingblocks
#FencedApart
____________
dalalisuperstar_tz
#0714128124______",https://makazimapya.s3.amazonaws.com/public/ads/images/f3f0f359-f1fd-4026-ab7f-86ffdea3d60c.jpg,2025-09-13 11:28:12.180848+00
103905,"Nyumba ya vyumba vinne inauzwa Mikocheni, Dar Es Salaam",https://makazimapya.com/listings/nyumba-ya-vyumba-vinne-inauzwa-mikocheni-dar-es-salaam/e8ee6aa6-a676-4ca7-8fec-c6e9d929e61b,"$800,000","Mikocheni, Kinondoni, Dar Es Salaam","#house for sale
#sqmts 2000
#4bedroom
#located at mikocheni
#price usd 800000
dalalisuperstar_tz
#0714128124______",https://makazimapya.s3.amazonaws.com/public/ads/images/5ea699d2-274f-4e84-9ff4-b0ee5a31faf5.jpg,2025-09-13 11:28:14.565037+00
103907,"Kiwanja kinauzwa Makongo, Dar Es Salaam",https://makazimapya.com/listings/kiwanja-kinauzwa-makongo-dar-es-salaam/9e460193-2382-4038-a07e-5361c522feeb,"Sh.75,000,000","Makongo, Kinondoni, Dar Es Salaam",".....#0755532554
PLOT FOR SALE
LOCATION: MAKONGO JUU
PLOT SIZE: 700 Sqms
PRICE: 75 million
SERVICE COST TO SEE THE SITE: 50k
DOCUMENT: KIMEPIMWA
#Upland_six_realeatate
#Office_location: #Lufungila_near_Mlimani_City
dalali_engineer👷
Calls & watsapp: 0755532554",https://makazimapya.s3.amazonaws.com/public/ads/images/090e2c60-686b-4103-802b-3bd43e20522c.jpg,2025-09-13 11:28:19.571049+00
103908,"Kiwanja kinauzwa Goba, Dar Es Salaam",https://makazimapya.com/listings/kiwanja-kinauzwa-goba-dar-es-salaam/71c490b9-af70-42a8-a4ce-816df9c87758,"Sh.110,000,000","Goba, Ubungo, Dar Es Salaam",".....#0755532554
PLOT FOR SALE
LOCATION: GOBA NJIA YA MAKONGO
PLOT SIZE: 1070 Sqms
PRICE: 110 million
SERVICE COST TO SEE THE SITE: 50k
DOCUMENT: KIMEPIMWA
#Upland_six_realeatate
#Office_location: #Lufungila_near_Mlimani_City
dalali_engineer👷
Calls & watsapp: 0755532554",https://makazimapya.s3.amazonaws.com/public/ads/images/4383f533-86ed-4d9f-bdb9-31a97b4daed0.jpg,2025-09-13 11:28:21.977045+00
121896,"Nyumba ya vyumba vitatu inapangishwa Tabata, Dar Es Salaam",https://makazimapya.com/listings/nyumba-ya-vyumba-vitatu-inapangishwa-tabata-dar-es-salaam/4f7a80c9-60e6-4cd5-872c-cdd4539320ed,"Sh.450,000","Tabata, Ilala, Dar Es Salaam","HOUSE FOR RENT
STAND ALONE
LOCATION:TABATA KINYEREZI ZIMBILI
DAK:3 STAND
PRICE:450,000/=
SERVICE CHARGE:20,000/=
BILA KUSAHAU KODI YA MWEZI MMOJA WA DALALI_ZACK_TABATA
3BEDROOM
1MASTER BEDROOM
SITTING ROOM
DINNING ROOM
ELECTRICAL FAN
PUBLIC TOILET INSIDE
KITCHEN
CABINET
DAWASCO WATER 24HRS
RESERD WATER TANK
LUKU INDEPENDENTS
SLIDING WINDOWS
TILES
GYPSUM
FANCED
CARS PARKING
PELVING BLOCKS
CONT:0655 049671 WATSUP & CALLS
DALALI_ZACK_TABATA",https://makazimapya.s3.amazonaws.com/public/ads/images/9b2448b9-ed6b-45b1-9cf2-24ac969ed671.jpg,2025-09-14 09:23:38.464714+00
103910,"Kiwanja kinauzwa Goba, Dar Es Salaam",https://makazimapya.com/listings/kiwanja-kinauzwa-goba-dar-es-salaam/6a5f002e-c843-4141-aa04-b15385054994,"Sh.190,000,000","Goba, Ubungo, Dar Es Salaam",".....#0755532554
PLOT FOR SALE
LOCATION: Goba Maghorofani
PLOT SIZE: 1500 Sqms
PRICE: 190 million
SERVICE COST TO SEE THE SITE: 50k
DOCUMENT: Hati miliki ipo
#Upland_six_realeatate
#Office_location: #Lufungila_near_Mlimani_City
dalali_engineer👷
Calls & watsapp: 0755532554",https://makazimapya.s3.amazonaws.com/public/ads/images/406a75f1-f03c-47be-922a-fbe33d3882e2.jpg,2025-09-13 11:28:26.854934+00
122007,"Nyumba/Apartment ya vyumba viwili inapangishwa Ubungo, Dar Es Salaam",https://makazimapya.com/listings/nyumbaapartment-ya-vyumba-viwili-inapangishwa-ubungo-dar-es-salaam/b396c76a-9670-45f6-8f12-04cbb4d8aa51,"Sh.400,000","Ubungo, Ubungo, Dar Es Salaam","0679 997610
#OFA #OFA #OFA WAI MAPEMA NIMELISHUSHA MIEZI TU KWA SASA NI 400X3 TU
==================
#INAKUA WAZI TAR 02/10/2025
.
KODI NI 400,000 KWA MWEZI MALIPO NI MIEZI MITATU (3)
.
NI APARTMENT NZURI MPYA KABISAA INAPANGISHWA
.
IPO UBUNGO MAKOKA KUTOKEA KIMARA KOROGWE KITUO CHA MWENDOKAS AU KUTOKEA UBUNGO RIVA SIDE KOTE UNAFIKA NYUMBAN
.
SIFA ZAKE
=========
VYUMBA VIWILI VYA KULALA KIMOJA MASTER SEBULE KUBWA DAINING JIKO ZURI KUBWA LENYE MAKABATI YA KISASA NA PUBLIC TOILET NZUR KWA FAMILIA YAKO
.
APARTMENT INAJITEGEMEA UMEME LUKU YAKE NA MAJI YAKE DAWASA YANAFLOW NDAN
.
INA TILLES GYPSUM ALUMINIUM SAFI KAMA UNAVYOONA MWENYEWE APO
.
HII APARTMENT AINA PARKING YA GARI NDG MTEJA WANGU
.
DALALI MZOEFU MWEZI MMOJA ULIPIAPO NYUMBA SEVCHAGE 15,000 KUONA NYUMBA
MAWASILIANO
WSP
0679 997610
0747997630
Msigwa",https://makazimapya.s3.amazonaws.com/public/ads/images/00e0889f-a811-4d7e-b014-8187f3ee68cc.jpg,2025-09-15 12:24:28.961452+00
133253,"Nyumba ya vyumba vitatu inauzwa Kinyerezi, Dar Es Salaam",https://makazimapya.com/listings/nyumba-ya-vyumba-vitatu-inauzwa-kinyerezi-dar-es-salaam/90524f99-f0e6-4b51-8d4a-57aa8c84a8d9,"Sh.30,000","Kinyerezi, Ilala, Dar Es Salaam","BRAND NEW....HOUSE FOR FOR SALE ...(INAUZWA)
🇹🇿 TANZANIA
👉 KINYEREZI KIBAGA. ...SONGASI
DAR_ES_SALAAM... TANZANIA
▃▃▃▃▃▃▃▃▃▃▃
Square meter 500/=💪
▃▃▃▃▃▃▃▃▃
BEI 400 milions.....MAZUNGUMZO KIDOGO YAPO.
📋👉 There 3 bedrooms....1/ self-contained
Big Sitting room & big Dining room ✓
👇👇👇👇👇👇
HATIMILIKI IPO MKONONI
peving block
Big Kitchen & store✓
Public toilet ✓
Full documents ........✓
Sevice-charge---30000/=✓
Cars Parking Space ) ✓
Walter Available 24 .7✓
▃▃▃▃▃▃▃▃▃▃▃▃
ASKING PRICE
400 milions
▃▃▃▃▃▃▃▃▃▃▃▃
CALL ☎️ AND WHATSAPP NUMBER
0767078162.....0658233281.....0687713101...0652488062.......
Follow me... Dalali_richard_kinyerezi_yote...au Dalali_richard_tabata_yote
Instagram... Facebook... Twitter.... TikTok....
napatikana kinyerezi mwisho.....dares salaam, Tanzania...🙏🙏",https://makazimapya.s3.amazonaws.com/public/ads/images/90de5424-aa2a-4f5d-9b21-a0fc3966c4fd.jpg,2025-11-05 11:14:43.898433+00
136367,"Nyumba inapangishwa Kisima, Kilimanjaro",https://makazimapya.com/listings/nyumba-inapangishwa-kisima-kilimanjaro/2229e982-4eb8-41ca-ae1d-a31a86cd12e9,"Sh.250,000","Kisima, Same, Kilimanjaro","⚜️ Master Sebule Na Jiko Kali Sana
⚜️ Maji,Kisima Muda wote
⚜️ Umeme Unajitegemea
💰 Kodi 250,000/=
⚜️ Mahari 👉 Chidachi Dodoma
⚜️ Nyumba ya Kwanza Lami
☎️ 0787037986",https://makazimapya.s3.amazonaws.com/public/ads/images/bad59413-c779-4204-a82e-750fd83b16e2.jpg,2025-11-14 01:13:58.087985+00
103914,"Nyumba ya vyumba vinne inapangishwa Masaki, Pwani",https://makazimapya.com/listings/nyumba-ya-vyumba-vinne-inapangishwa-masaki-pwani/49585cd2-2b44-455c-b072-904aefbd79dc,"Sh.30,000","Masaki, Kisarawe, Pwani","Stand alone
House for rent
4room
Price usd$ 4000 usd$
Kwamwezi
Malipo miezi 6
Location masaki
Kuona 30k",https://makazimapya.s3.amazonaws.com/public/ads/images/033c6f09-c02e-4fd9-bd09-ebf84fbd3316.jpg,2025-09-13 11:28:36.671707+00
103915,"Kiwanja kinauzwa Mbezi, Dar Es Salaam",https://makazimapya.com/listings/kiwanja-kinauzwa-mbezi-dar-es-salaam/56cf3219-f178-4baf-b41a-07f241307222,"Sh.24,000,000","Mbezi, Ubungo, Dar Es Salaam","KIWANJA KINAUZWA 💥 KIWANJA KINAUZWA 💥
KIWANJA HIKI KIZURI NA KIPO SEHEMU NZURI KINAUZWA MILIONI 24 MAONGEZI YAPO NA KINA SIFA ZIFUATAZO
#KIPO KWENYE MTAA MZURI SANA
#KIPO JIRANI NA BARABARA KUU YA ZEGE INAYOTOKEA KWA MSUGURI KUELEKEA MALAMBA MAWILI
#HAKUNA MAFURIKO WALA MTO
#HUDUMA ZOTE ZA KIJAMII ZIPO
UKUBWA WA KIWANJA NI 25 KWA 20 METERS
DOCUMENT :- HATI  SAFI YA MAUZIANO KUTOKA SERIKALI YA MTAA NA PAMEPIMWA
BEI NI MILIONI 24 MAONGEZI YAPO
💫💫 KIWANJA HIKI KIPO MBEZI KWA MSUGURI NJIA ILIYOWEKWA LAMI YA ZEGE  YA KUELEKEA MALAMBA MAWILI NA KUTOKA BARABARA YA ZEGE HADI KWENYE KIWANJA NI DK 4 TUU KWA MIGUU UPO KWENYE KIWANJA
KUONESHWA KIWANJA HIKI GARAMA YAKE NI SHILINGI ELFU 20
CONTACT
0742260844
0657384670",https://makazimapya.s3.amazonaws.com/public/ads/images/0b9c3d3c-e3b7-438f-9f0c-7052cdacad06.jpg,2025-09-13 11:28:39.271363+00
142660,"Nyumba/Apartment inapangishwa Goba, Dar Es Salaam",https://makazimapya.com/listings/nyumbaapartment-inapangishwa-goba-dar-es-salaam/43c3658c-df8c-4728-9e75-4f77e804d078,"Sh.400,000","Goba, Ubungo, Dar Es Salaam","Apartment Inapangishwa:
Location :: Goba Njia panda ya Kinzudi
Bei yake :: 400,000Tsh kwa mwezi (Miezi 6)
Muundo wa nyumba;
🌡️Master kubwa
🌡️Sebule kubwa
🌡️Jiko kubwa
🌡️Choo cha wageni
🌡️Fans
0713661530_0783661530",https://makazimapya.s3.amazonaws.com/public/ads/images/0529a7b5-e90a-40dd-9989-e4e70208bd82.jpg,2025-11-22 18:13:52.693751+00
